natureza_acidente,situacao,bairro,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,mao_direcao,divisao_via1,ano,mes,dia,dia_semana,vitima
COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,CIDADE,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Não há placas,Dupla,Canteiro central,2021,8,8,6,0
SEM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,Dupla,Faixa seccionada,2020,1,7,1,0
Não informado,FINALIZADA,ALTO SANTA TERESINHA,ALTO SANTA TERESINHA,Não informado,COLISÃO FRONTAL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,Dupla,Não existe,2022,10,22,5,1
SEM VÍTIMA,FINALIZADA,CABANGA,CABANGA,Não informado,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,3,23,1,0
SEM VÍTIMA,FINALIZADA,PINA,PINA,CIDADE,CHOQUE OBJETO FIXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não informado,Única,Canteiro central,2020,9,21,0,0
Não informado,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,SUBURBIO,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa seccionada,2022,8,24,2,1
SEM VÍTIMA,FINALIZADA,IPSEP,IPSEP,Não informado,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Placas Pare,Única,Faixa seccionada,2020,9,30,2,0
COM VÍTIMA,CANCELADA,CAMPO GRANDE,CAMPO GRANDE,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,9,19,5,0
Não informado,FINALIZADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,Não informado,ATROPELAMENTO DE PESSOA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,R-6a,Única,Não informado,2022,9,25,6,1
Não informado,FINALIZADA,COELHOS,COELHOS,SUBURBIO,COLISÃO TRASEIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Não existe,2022,12,20,1,0
Não informado,FINALIZADA,TEJIPIÓ,TEJIPIÓ,CIDADE,COLISÃO TRANSVERSAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa seccionada,2022,8,4,3,1
Não informado,FINALIZADA,IPSEP,IPSEP,CIDADE,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Canteiro central,2022,2,11,4,1
COM VÍTIMA,FINALIZADA,COQUEIRAL,COQUEIRAL,CIDADE,ATROPELAMENTO DE PESSOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2021,4,6,1,0
COM VÍTIMA,FINALIZADA,ARRUDA,ARRUDA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,Não informado,Faixa seccionada,2020,10,5,0,0
SEM VÍTIMA,FINALIZADA,IPSEP,IPSEP,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Faixa contínua,2020,1,2,3,0
COM VÍTIMA,DUPLICIDADE,IPUTINGA,IPUTINGA,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,11,12,3,0
Não informado,FINALIZADA,BONGI,BONGI,Não informado,QUEDA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2022,12,23,4,1
COM VÍTIMA,FINALIZADA,ILHA DO RETIRO,ILHA DO RETIRO,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2021,1,3,6,0
COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,SUBURBIO,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2020,11,6,4,0
Não informado,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2022,8,15,0,1
SEM VÍTIMA,CANCELADA,AFOGADOS,AFOGADOS,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,3,10,1,0
SEM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,CIDADE,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ponte,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa seccionada,2020,2,13,3,0
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,CAPOTAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2021,5,27,3,0
SEM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,"Placas ""Pare""",Única,Faixa seccionada,2021,11,11,3,0
Não informado,FINALIZADA,AFOGADOS,AFOGADOS,CIDADE,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Esquina,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Placas Pare,Dupla,Não existe,2022,11,5,5,1
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,9,9,3,0
COM VÍTIMA,FINALIZADA,BEBERIBE,BEBERIBE,CIDADE,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2020,8,19,2,0
SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,JARDIM SÃO PAULO,Não informado,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Placas Pare,Dupla,Não existe,2020,1,7,1,0
Não informado,FINALIZADA,COHAB,COHAB,CIDADE,COLISÃO FRONTAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2022,7,31,6,0
Não informado,CANCELADA,DERBY,DERBY,Não informado,COLISÃO TRANSVERSAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,8,14,6,1
SEM VÍTIMA,FINALIZADA,CABANGA,CABANGA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,Única,Faixa contínua,2020,2,28,4,0
Não informado,DUPLICIDADE,AFOGADOS,AFOGADOS,Não informado,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,1,8,5,1
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,4,24,6,1
COM VÍTIMA,FINALIZADA,VASCO DA GAMA,VASCO DA GAMA,Não informado,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,5,11,1,0
COM VÍTIMA,FINALIZADA,ILHA DO LEITE,ILHA DO LEITE,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Não há placas,Dupla,Canteiro central,2021,9,9,3,0
Não informado,CANCELADA,BOA VIAGEM,BOA VIAGEM,Não informado,ATROPELAMENTO DE PESSOA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,5,23,0,1
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2020,2,27,3,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,Dupla,Faixa contínua,2020,4,17,4,0
SEM VÍTIMA,CANCELADA,ILHA DO LEITE,ILHA DO LEITE,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,8,10,1,0
Não informado,FINALIZADA,MADALENA,MADALENA,CIDADE,CHOQUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Longo da via,Chuvoso,Intermitente,Não existente,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,Não informado,Canteiro central,2022,7,21,3,0
COM VÍTIMA,FINALIZADA,CABANGA,CABANGA,CIDADE,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa contínua,2021,11,23,1,0
SEM VÍTIMA,FINALIZADA,MADALENA,MADALENA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Faixa contínua,2020,3,4,2,0
Não informado,FINALIZADA,BARRO,BARRO,Não informado,COLISÃO TRANSVERSAL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não informado,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Não informado,2022,3,28,0,1
Não informado,FINALIZADA,BEBERIBE,BEBERIBE,SUBURBIO,COLISÃO FRONTAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,R-6a,Dupla,Faixa contínua,2022,2,9,2,1
Não informado,FINALIZADA,ARRUDA,ARRUDA,SUBURBIO,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2022,5,4,2,1
COM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2021,5,22,5,0
Não informado,FINALIZADA,VÁRZEA,VÁRZEA,Não informado,ATROPELAMENTO DE PESSOA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,Única,Não existe,2022,12,4,6,1
COM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,CIDADE,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Mal iluminada,Faixa de pedestre,Outras,Dupla,Faixa contínua,2021,3,31,2,0
COM VÍTIMA,FINALIZADA,CORDEIRO,CORDEIRO,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2020,2,7,4,0
SEM VÍTIMA,FINALIZADA,MACAXEIRA,MACAXEIRA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2020,2,10,0,0
COM VÍTIMA,FINALIZADA,ESPINHEIRO,ESPINHEIRO,CIDADE,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Faixa seccionada,2021,11,6,5,0
SEM VÍTIMA,FINALIZADA,ESPINHEIRO,ESPINHEIRO,SUBURBIO,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Única,Não existe,2020,2,12,2,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,CIDADE,CHOQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Canteiro central,2021,11,23,1,0
COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,SUBURBIO,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Dupla,Não informado,2021,11,30,1,0
SEM VÍTIMA,CANCELADA,SANTO ANTÔNIO,SANTO ANTÔNIO,Não informado,SEMÁFORO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,4,22,3,0
SEM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,CIDADE,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-26,Dupla,Faixa seccionada,2020,2,16,6,0
SEM VÍTIMA,FINALIZADA,PINA,PINA,Não informado,CHOQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,8,1,6,0
Não informado,FINALIZADA,PINA,PINA,Não informado,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Não informado,Seca,Perfeito estado,Faixa de pedestre,R-19,Única,Faixa contínua,2022,2,2,2,1
Não informado,FINALIZADA,IBURA,IBURA,SUBURBIO,COLISÃO FRONTAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,"Placas ""Pare""",Dupla,Não existe,2022,4,21,3,1
COM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2021,5,18,1,0
Não informado,CANCELADA,LINHA DO TIRO,LINHA DO TIRO,Não informado,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,7,8,4,1
SEM VÍTIMA,FINALIZADA,PRADO,PRADO,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Faixa seccionada,2020,2,21,4,0
SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,Única,Faixa seccionada,2020,3,9,0,0
SEM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,OLINDA,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Bom,Sem defeito,Perfeito estado,Seca,Não informado,Faixa de pedestre,Não há placas,Única,Faixa seccionada,2021,3,8,0,0
COM VÍTIMA,FINALIZADA,IBURA,IBURA,SUBURBIO,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,Única,Não existe,2021,2,23,1,0
Não informado,FINALIZADA,SAN MARTIN,SAN MARTIN,CIDADE,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2022,12,19,0,1
COM VÍTIMA,FINALIZADA,CAXANGÁ,CAXANGÁ,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ponte,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,R-32,Dupla,Faixa seccionada,2021,8,26,3,0
COM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,SUBURBIO,TOMBAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,Dupla,Faixa seccionada,2021,2,10,2,0
SEM VÍTIMA,FINALIZADA,IBURA,IBURA,SUBURBIO,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2020,1,24,4,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,2,6,5,0
COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,SUBURBIO,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Não há placas,Dupla,Não existe,2021,12,20,0,0
SEM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Não existe,2020,3,3,1,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Canteiro central,2020,11,22,6,0
VÍTIMA FATAL,FINALIZADA,GRAÇAS,GRAÇAS,CIDADE,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Não informado,2020,11,16,0,0
COM VÍTIMA,FINALIZADA,JIQUIÁ,JIQUIÁ,Não informado,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2020,3,13,4,0
Não informado,FINALIZADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,SUBURBIO,CHOQUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,Única,Faixa seccionada,2022,7,7,3,0
SEM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Faixa seccionada,2020,2,6,3,0
Não informado,FINALIZADA,ILHA JOANA BEZERRA,ILHA JOANA BEZERRA,SUBURBIO,COLISÃO TRASEIRA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Outros,2022,9,13,1,1
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-25d,Dupla,Faixa contínua,2021,8,10,1,0
VÍTIMA FATAL,FINALIZADA,CASA AMARELA,CASA AMARELA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não informado,Não informado,Canteiro central,2020,7,29,2,0
COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,Não informado,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Não informado,Seca,Perfeito estado,Outros,Outras,Dupla,Não existe,2020,3,31,1,0
SEM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,Não informado,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não informado,2020,2,8,5,0
SEM VÍTIMA,FINALIZADA,DERBY,DERBY,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Não existe,2020,3,5,3,0
SEM VÍTIMA,FINALIZADA,ARRUDA,ARRUDA,Não informado,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,Dupla,Não existe,2020,1,8,2,0
COM VÍTIMA,CANCELADA,ARRUDA,ARRUDA,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,8,31,1,0
Não informado,FINALIZADA,CAXANGÁ,CAXANGÁ,SUBURBIO,COLISÃO TRASEIRA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Não existe,Não há placas,Dupla,Canteiro central,2022,8,23,1,1
SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Dupla,Canteiro central,2020,1,20,0,0
